"@title","English"
"#04464","Say who you want to send it to, okay?"
"#04465","Add line <0>."
"#04466","Create Body Text"
"#04467","Select line <0>"
"#04468","5 mins"
"#04469","30 mins"
"#04470","1 hr"
"#04471","<0> hrs"
"#04472","10 days +"
"#04473","<0> ago"
"#04474","Enter at least 2 lines of Body Text."
"#04475","Send message?"
"#04476","Discard message?"
"#04477","This will delete <0> messages. Continue?"
"#04478","Received."
"#04479","You don’t have any friends."
"#04481","Their Inbox was full."
"#04482","Message sent to <0>."
"#04483","Friend's Inbox: <0> messages."
"#04484","Mon/Tue/Wed"
"#04485","Thu/Fri"
"#04486","Mon - Fri"
"#04487","Sat/Sun"
"#04488","Morning"
"#04489","Evening"
"#04490","Night"
"#04491","Sunday"
"#04492","Monday"
"#04493","Tuesday"
"#04494","Wednesday"
"#04495","Thursday"
"#04496","Friday"
"#04497","Saturday"
"#04498","<0> users"
"#04499","<0>00,000,000"
"#04500","=#04498"
"#04501","=#04498"
"#04502","I really like <0> these days."
"#04503","I've been playing <0> every day."
"#04504","I just can't seem to complete <0>."
"#04505","I just can't put <0> down!"
"#04506","The record for downloads is <1>."
"#04507","Those were some pretty neat sales figures!"
"#04508","Be sure to save at every opportunity."
"#04509","Be sure to get install bonuses everyday."
"#04510","The Social Times"
"#04511","Hello!"
"#04512","=#01017"
"#04513","Hiya!"
"#04514","=#01421"
"#04515","Mornin'!"
"#04516","I'm back."
"#04517","Evening!"
"#04518","I'm beat!"
"#04519","Let's go home!"
"#04520","Goodbye!"
"#04521","Later then..."
"#04522","Bye!"
"#04523","Bring it on!"
"#04524","Let's make this game!"
"#04525","I'm on it!"
"#04526","=#02257"
"#04527","Let's do it"
"#04528","Beep Boop"
"#04529","Clatter Clatter"
"#04530","Click"
"#04531","Yeees"
"#04532","What could it be?"
"#04533","Yes, yes..."
"#04534","Hey, listen..."
"#04535","Umm..."
"#04536","Is now a good time?"
"#04537","Sorry"
"#04538","Hey you"
"#04539","About this..."
"#04540","In that case..."
"#04541","And then..."
"#04542","..."
"#04543","=#02496"
"#04544","Hmm"
"#04545","Yep yep"
"#04546","Of course!"
"#04547","=#03414"
"#04548","Amazing!"
"#04549","As expected!"
"#04550","Wow!"
"#04551","Hmm..."
"#04552","I dunno..."
"#04553","I'm busy"
"#04554","Sorry..."
"#04555","=#01378"
"#04556","Okay!"
"#04557","Lemme at it!"
"#04558","=#03235"
"#04559","Haaa!"
"#04560","Hooo!"
"#04561","=#02257"
"#04562","Recovered!"
"#04563","=#02265"
"#04564","Ow!"
"#04565","=#01410"
"#04566","Sigh..."
"#04567","Uh-oh..."
"#04568","I can't go on..."
"#04569","No way!"
"#04570","Aagh!"
"#04571","Can't move..."
"#04572","=#03870"
"#04573","Aura active!"
"#04574","Looking tired..."
"#04575","=#04542"
"#04577","This is your first time developing a game, isn't it?"
"#04578","Tap Develop straightaway."
"#04579","Let's get straight to developing!"
"#04580","It's high time you started developing."
"#04581","Max Cost up!"
"#04582","100 mil"
"#04584","Sun"
"#04585","Mon"
"#04586","Tue"
"#04587","Wed"
"#04588","Thu"
"#04589","Fri"
"#04590","Sat"
"#04591","Cannot start the app."
"#04592","Invalid value parameter. (value=<0>)"
"#04593","Remove ads + landscape."
"#04594","buy"
"#04595","Ads will no longer appear at the bottom of the screen!"
"#04596","Consecutive Login bonus x2, and"
"#04597","Something for free."
"#04598","Coins||Coins"
"#04599","Purchase was not completed successfully."
"#04600","The server is undergoing maintenance."
"#04601","The server is undergoing maintenance. To receive your purchased goods, wait a short time then restart the app or recover the items from purchase history."
"#04602","Service ID does not exist: <0>"
"#04603","This is no longer valid."
"#04604","Valid for <0> day(s)"
"#04605","Period of validity: <0>:<1>:<2>"
"#04607","Purchased coins are valid for 6 months."
"#04608","No items purchased."
"#04609","Welcome to the Coin Shop!"
"#04610","Purchased coins are valid for 6 months.<br>If you play every day, you could get Coins!"
"#04611","You need Coins."
"#04612","Other Goods"
"#04613","To Bonus"
"#04614","Enable communications and check your signal before restarting the app."
"#04617","This world-renowned shop is selling ultra rare Coins."
"#04618","Your Coins are over the maximum amount of <0> Coins."
"#04619","Purchase History"
"#04620","Current Purchases"
"#04621","Obtained Coins: <0>"
"#04622","(<0> character limit)"
"#04623","nickname"
"#04624","I accept the Terms of Use"
"#04625","friend's ID"
"#04626","If you continue playing together, all sorts of good things are bound to happen!"
"#04627","By the way, don't delete this app, or all of your friend data will be lost for good."
"#04628","Last Played"
"#04629","Copy ID"
"#04630","Friend Bonus (<0> left)"
"#04631","Copied to clipboard."
"#04632","You can register up to <0> friends.<br>Ask your friends for their IDs and<br>then send them friend requests."
"#04633","Friend ID"
"#04635","All Hotels"
"#04636","Select the hotel you want to visit."
"#04637","M<1> Y<0>"
"#04638","Visitors:"
"#04639","=#03294"
"#04640","Update List"
"#04641","Rankings"
"#04642","Visitor Rankings"
"#04643","Top <0> Popular Hotels"
"#04644","Manager"
"#04645","Your hotel has received <0> visitors. It ranked # <1>."
"#04646","<0> Coins"
"#04647","Friend Request Social Dev Story"
"#04648","I sent you a Social Dev Story friend request.\nPlease accept it."
"#04649","Install Social Dev Story and search for my friend ID: <0>.\n\nYou can download it here: <1>"
"#04650","Friend Request (Dream House Days)"
"#04651","I sent you a Dream House Days for Android friend request! Please accept it."
"#04652","Install Dream House Days for Android and search for my friend ID: <0>.<br><br>You can download it here.<br>"
"#04661","Shorten"
"#04662","Bonus for sharing."
"#04663","Take"
"#04666","Friend ID: <0>"
"#04667","#Kairosoft"
"#04668","Day 1 Special!<br>Chance to encounter Rank 5 super rare staff like Kairobot, is boosted!<br><br>-----------------------"
"#04669","Day 2 Special!<br>Chance to encounter Rank 5 super rare staff like Sally Prin, is boosted!<br><br>-----------------------"
"#04670","Day 3 Special!<br>Chance to encounter Rank 5 super rare staff like Grizzly Bearington, is boosted!<br><br>-----------------------"
"#04671","Day 4 Special!<br>Chance to encounter Rank 5 super rare staff like Chmpan Z, is boosted!<br><br>-----------------------"
"#04672","Day 5 Special!<br>Chance to encounter Rank 5 super rare staff like Wairobot, is boosted!<br><br>-----------------------"
"#04673","Day 10 Special!<br>Chance to encounter Rank 4 rare staff is boosted!<br><br>-----------------------"
"#04674","- Recruitment Tips -<br><br>Make a person with the Recruiter perk the boss to find Rank 3 or higher staff easily!<br><br>On Mondays you have better odds of meeting the rare Rank 5 Hermes Hermit!<br><br>-----------------------"
"#04675","- Recruitment Tips -<br><br>Make a person with the Recruiter perk the boss to find Rank 3 or higher staff easily!<br><br>On Tuesdays you have better odds of meeting the rare Rank 5 Octon Squidoodle!<br><br>-----------------------"
"#04676","- Recruitment Tips -<br><br>Make a person with the Recruiter perk the boss to find Rank 3 or higher staff easily!<br><br>On Wednesdays you have better odds of meeting the rare Rank 5 Rocky Bottom!<br><br>-----------------------"
"#04677","- Recruitment Tips -<br><br>Make a person with the Recruiter perk the boss to find Rank 3 or higher staff easily!<br><br>On Thursdays you have better odds of meeting the rare Rank 5 Egbert Shellstrong!<br><br>-----------------------"
"#04678","- Recruitment Tips -<br><br>Make a person with the Recruiter perk the boss to find Rank 3 or higher staff easily!<br><br>On Fridays you have better odds of meeting the rare Rank 5 Dora Quacker!<br><br>-----------------------"
"#04679","- Recruitment Tips -<br><br>Make a person with the Recruiter perk the boss to find Rank 3 or higher staff easily!<br><br>On Saturdays you have better odds of meeting the rare Rank 5 Carni Vorous!<br><br>-----------------------"
"#04680","- Recruitment Tips -<br><br>Make a person with the Recruiter perk the boss to find Rank 3 or higher staff easily!<br><br>On Sundays you have better odds of meeting the rare Rank 5 Jammy Peanut!<br><br>-----------------------"
"#04681","- Monday Shopping Deals -<br><br>Visit the Item Shop for the Monday-only Project Planning Tips Handbook and RAM Stick deal!<br><br>There may also be furniture you won't see on other days!<br>-----------------------"
"#04682","- Tuesday Shopping Deals -<br><br>Visit the Item Shop for the Tuesday-only Intro to Programming book and Expansion HDD deal!<br><br>There may also be furniture you won't see on other days!<br>-----------------------"
"#04683","- Wednesday Shopping Deals -<br><br>Visit the Item Shop for the Wednesday-only Art 101 book and Pro Mouse deal!<br><br>There may also be furniture you won't see on other days!<br>-----------------------"
"#04684","- Thursday Shopping Deals -<br><br>Visit the Item Shop for the Thursday-only Easy Song Scores and Pro Keyboard deal!<br><br>There may also be furniture you won't see on other days!<br>-----------------------"
"#04685","- Friday Shopping Deals -<br><br>Visit the Item Shop for the Friday-only Networking for Dummies and High-Performance Monitor deal!<br><br>There may also be furniture you won't see on other days!<br>-----------------------"
"#04686","- Saturday Shopping Deals -<br><br>Visit the Item Shop for the Saturday-only SFX Informer deal and others!<br>-----------------------<br>Apparently it's easier to get money on the weekends, too!"
"#04687","- Sunday Shopping Deals -<br><br>Visit the Item Shop for the Sunday-only Advanced Programming deal and others!<br>-----------------------<br>Apparently it's easier to get money on the weekends, too!"
"#04688","=#00020"
"#04689","Win the Indie Games Award."
"#04690","<0> won: <1>"
"#04691","=#00023"
"#04692","Win the Card Games Award."
"#04693","=#00026"
"#04694","Win the Arcade Games Award."
"#04695","=#00029"
"#04696","Win the Escape Games Award."
"#04697","=#00032"
"#04698","Win the Kids Games Award."
"#04699","=#00035"
"#04700","Win the Party Games Award."
"#04701","=#00038"
"#04702","Win the Newbie Games Award."
"#04703","=#00040"
"#04704","Win the Visual Novels Award."
"#04705","=#00043"
"#04706","Win the Quiz Games Award."
"#04707","=#00046"
"#04708","Win the Fitness Games Award."
"#04709","=#00049"
"#04710","Win the Tabletop Games Award."
"#04711","=#00052"
"#04712","Win the Rhythm Games Award."
"#04713","=#00055"
"#04714","Win the One Button Games Award."
"#04715","=#00058"
"#04716","Win the Good Games Award."
"#04717","=#00060"
"#04718","Win the Shooting Games Award."
"#04719","=#00063"
"#04720","Win the Management Sim Games Award."
"#04721","=#00066"
"#04722","Win the Dating Sim Games Award."
"#04723","=#00069"
"#04724","Win the Typing Games Award."
"#04725","=#00072"
"#04726","Win the RPG Games Award."
"#04727","=#00075"
"#04728","Win the Action-Adventure Games Award."
"#04729","=#00078"
"#04730","Win the Vehicle Sim Games Award."
"#04731","=#00081"
"#04732","Win the Life Sim Games Award."
"#04733","=#00084"
"#04734","Win the Strategy Games Award."
"#04735","=#00087"
"#04736","Win the Sandbox Games Award."
"#04737","=#00090"
"#04738","Win the National Games Grand Prix."
"#04739","=#00092"
"#04740","Win the Worldwide Games Award."
"#04741","=#00094"
"#04742","Win the Kairo Games Award."
"#04743","10,000G"
"#04744","Get over 10,000G."
"#04745","Max Funds of <0>G"
"#04746","100,000G"
"#04747","Get over 100,000G."
"#04748","1,000,000G"
"#04749","Get over 1,000,000G."
"#04750","100,000,000G"
"#04751","Get over 100,000,000G."
"#04752","Card Master"
"#04753","Rank #1 in Card Games."
"#04754","All-Time Best: #<0>"
"#04755","Escape Master"
"#04756","Rank #1 in Escape Games."
"#04757","Mystery Master"
"#04758","Rank #1 in Mystery Games."
"#04759","Action Master"
"#04760","Rank #1 in Action Games."
"#04761","Sports Master"
"#04762","Rank #1 in Sports Games."
"#04763","Life Sim Master"
"#04764","Rank #1 in Life Sims."
"#04765","FPS Master"
"#04766","Rank #1 in FPS Games."
"#04767","8 Staff"
"#04768","Employ 8 staff members."
"#04769","Current staff: <0>"
"#04770","20 Staff"
"#04771","Employ 20 staff members."
"#04772","50 Staff"
"#04773","Employ 50 staff members."
"#04774","2 Consecutive Days"
"#04775","Play two days in a row."
"#04776","Current consecutive days: <0>"
"#04777","5 Consecutive Days"
"#04778","Play five days in a row."
"#04779","10 Consecutive Days"
"#04780","Play 10 days in a row."
"#04781","20 Consecutive Days"
"#04782","Play 20 days in a row."
"#04783","30 Furnishings"
"#04784","Place 30 furnishings in your studio."
"#04785","Current furnishings: <0>"
"#04786","60 Furnishings"
"#04787","Place 60 furnishings in your studio."
"#04788","120 Furnishings"
"#04789","Place 120 furnishings in your studio."
"#04790","5 Games"
"#04791","Develop five games."
"#04792","Games developed: <0>"
"#04793","20 Games"
"#04794","Develop 20 games."
"#04795","50 Games"
"#04796","Develop 50 games."
"#04797","100 Games"
"#04798","Develop 100 games."
"#04799","250 Games"
"#04800","Develop 250 games."
"#04801","2nd Floor"
"#04802","Expand to second floor."
"#04803","Current floors: <0>"
"#04804","3rd Floor"
"#04805","Expand to third floor."
"#04806","4th Floor"
"#04807","Expand to fourth floor."
"#04808","5th Floor"
"#04809","Expand to fifth floor."
"#04810","100,000 Downloads"
"#04811","Reach 100,000 downloads."
"#04812","Max downloads: <0>"
"#04813","1,000,000 Downloads"
"#04814","Reach 1,000,000 downloads."
"#04815","5,000,000 Downloads"
"#04816","Reach 5,000,000 downloads."
"#04817","10,000,000 Downloads"
"#04818","Reach 10,000,000 downloads."
"#04819","25,000,000 Downloads"
"#04820","Reach 25,000,000 downloads."
"#04821","50,000,000 Downloads"
"#04822","Reach 50,000,000 downloads."
"#04823","100,000,000 Downloads"
"#04824","Reach 100,000,000 downloads."
"#04825","3 Days Played"
"#04826","Play three days in total."
"#04827","Days played: <0>"
"#04828","5 Days Played"
"#04829","Play five days in total."
"#04830","30 Days Played"
"#04831","Play 30 days in total."
"#04832","Staff Lv.5"
"#04833","Get the average level of your staff to 5."
"#04834","Current level: <0>"
"#04835","=MID(#04832,1,-1)&'20'"
"#04836","Get the average level of your staff to 20."
"#04837","=MID(#04832,1,-1)&'50'"
"#04838","Get the average level of your staff to 50."
"#04839","Studio Rank 5"
"#04840","Get your game studio's rank to 5."
"#04841","Current rank: <0>"
"#04842","=MID(#04839,1,-1)&'10'"
"#04843","Get your game studio's rank to 10."
"#04844","=MID(#04839,1,-1)&'20'"
"#04845","Get your game studio's rank to 20."
"#04846","=MID(#04839,1,-1)&'50'"
"#04847","Get your game studio's rank to 50."
"#04848","=MID(#04839,1,-1)&'75'"
"#04849","Get your game studio's rank to 75."
"#04850","The display area stream now larger and can also be viewed stream <co=3366ff>landscape mode</co>!"
"#04851","You've successfully removed ads from the game!"
"#04852","You can also rotate the display if your device supports it! Toggle this on or off via \""System\"" > \""Options.\"""
"#04853","Maybe the new display will offer fresh perspectives on the game! Enjoy!"
"#04854","Please ensure connections are enabled, check your signal, and restart the app. Some features may be inaccessible with connections disabled."
"#04855","Message"
"#04856","=#04855"
"#04857","Transmitting"
"#04858","OK"
"#04859","=#02362"
"#04860","Sold Out"
"#04861","Heh heh. Which do you want?"
"#04862","A communication error occurred."
"#04863","=#03347"
"#04864","Read Terms of Use (Required)"
"#04865","Accept terms and proceed."
"#04866","Restart after purchase to claim items."
"#04867","Proceed"
"#04868","Accept terms and proceed"
"#04869","Alert"
"#04870","Your reward is here!"
"#04871","Select a Shop"
"#04872","Pumpkin Products"
"#04873","Ticket Shop"
"#04874","Oh, dear... We <co=60,100,200>can't seem to contact</co> corporate HQ."
"#04875","Come back to the shop after checking your signal and communications status."
"#04876","Our usual impressive selection of products should be available to you then."
"#04877","We'll be waiting!"
"#04878","Here we sell tickets--premium items not easily found anywhere else stream the world."
"#04879","They're a bit pricey, so think carefully before buying, okay?"
"#04880","Heh heh."
"#04881","=#02362"
"#04882","Ah, unfortunately we're <co=60,100,200>sold out</co> of that, but please have a look at our other offerings."
"#04883","You can't exceed <0> tickets."
"#04884","Ah, an excellent choice."
"#04885","This wonderful item can only be purchased with <co=60,100,200>actual, real-life money</co>."
"#04886","Children must check with a <co=60,100,200>parent or guardian</co> before making purchases."
"#04887","This shop will be open at all times now, so stop by anytime."
"#04888","=#02363"
"#04889","=#03294"
"#04890","Play time: <0> hr <1> min"
"#04891","=#01359"
"#04892","You can register up to five<br>friends. You'll earn bonuses<br>at game startup based on their<br>total play time. Ask friends for<br>their IDs to add them."
"#04893","Nickname"
"#04894","=#04623"
"#04895","Enter a nickname."
"#04896","Nickname cannot include spaces."
"#04897","Contains one or more unusable characters."
"#04898","Friend's ID"
"#04899","=#04625"
"#04900","Enter your friend's ID."
"#04901","Congratulations! You get a bonus for registering a new <co=60,100,200>friend</co>!"
"#04902","If you both continue playing, you'll earn more bonuses stream the future!"
"#04903","By the way, <co=255,0,0>don't delete this app</co> or all of your friend data will be lost for good."
"#04904","Getting Started"
"#04905","Please enter your nickname."
"#04906","Tap here"
"#04907","It can be changed later."
"#04908","=#04858"
"#04909","Enter a new nickname."
"#04910","<0>  <1> hr <2> min"
"#04911","=#04628"
"#04912","=#03718"
"#04913","<0> hr <1> min"
"#04914","has sent a friend request."
"#04915","<0> other(s)"
"#04916","Find a friend"
"#04917","Help"
"#04918","Share ID"
"#04919","Your ID (tap to share)"
"#04920","Search here"
"#04921","Enter here"
"#04922","Search"
"#04923","=#04855"
"#04924","Approval may take time."
"#04925","=#03663"
"#04926","=#01741"
"#04927","Friend request sent to"
"#04928","Please wait for approval."
"#04929","=#04855"
"#04930","Close"
"#04931","Updates may take time."
"#04932","Approve"
"#04933","Decline"
"#04934","Friend Added"
"#04935","New Friend"
"#04936","<co=0070FF><0></co><br>added."
"#04937","You may receive bonuses."
"#04938","The player will not be notified."
"#04939","=#04459"
"#04940","Back"
"#04941","Delete<br><0>?"
"#04942","About Friends"
"#04943","Friend Bonus (every <0> min)"
"#04944","You got a friend bonus of <co=254,233,1><0></co> hr <co=254,233,1><1></co> min."
"#04945","(Max)"
"#04946","=#03779"
"#04947","Next Time"
"#04948","Friend Bonus"
"#04949","You got<br><co=0070FF><0> tickets</co>."
"#04950","=#04948"
"#04951","New friends: <co=254,233,1><0></co>"
"#04952","You've added<br><co=0,128,255><0></co>!"
"#04953","Transmission failed. Check your settings and try again later."
"#04954","Please enter the shop code (for customer support only)."
"#04955","Shop Code"
"#04956","Receive save data"
"#04957","Please enter your\ninquiry support code."
"#04958","Inquiry support code"
"#04959","Recommended Apps"
"#04960","Go to Title Screen"
"#04961","Invite your friends!"
"#04962","You can't register 0 points."
"#04963","You can't register <0>."
"#04964","Updating app..."
"#04965","Authentication failed. Please use the account you used to purchase the app and check your signal."
"#04966","Please use the account you used to purchase the app and check your signal."
"#04967","Landscape mode available"
"#04968","in the Full Version!"
"#04969","Do not use: <0>"
"#04970","Please enter a <0>."
"#04971","Loading"
"#04972","Loading failed"
"#04973","Start"
"#04974","Slot"
"#04975","Resume"
"#04976","Load Data"
"#04977","No autosave data"
"#04978","=#03762"
"#04979","Yr <0>"
"#04980","Mn <0> Wk <1>"
"#04981","Do not use: / | < > \\"
"#04982","Select data to load"
"#04983","No save data found"
"#04984","About the Game"
"#04985","Max Clear Points"
"#04986","=#02663"
"#04987","=#02663"
"#04988","Full Ver."
"#04989","Get the full version to upload your hi scores!"
"#04990","Well done. You've finished the Lite version."
"#04991","After this you'll jump to our site, so check it out!"
"#04992","Thanks for playing!"
"#04993","The latest <0><br>is now on sale."
"#04994","Yes"
"#04995","No"
"#04996","System"
"#04997","Save"
"#04998","Options"
"#04999","=#04917"
"#05000","High Score"
"#05001","Quit"
"#05002","Continue"
"#05003","=#03664"
"#05004","Build"
"#05005","Info"
"#05006","Items"
"#05007","Title"
"#05008","Subtotal: <0>"
"#05009","=#04062"
"#05010","=#03294"
"#05011","=#03294"
"#05012","=#03294"
"#05013","Saving game..."
"#05014","Speech Window"
"#05015","Event"
"#05016","=#04998"
"#05017","Priority"
"#05018","=#04036"
"#05019","=#00363"
"#05020","SFX"
"#05021","Rotation"
"#05022","=#02728"
"#05023","Perf."
"#05024","Fast"
"#05025","Normal"
"#05026","Auto"
"#05027","Lock"
"#05028","Selecting “Perf.” prioritizes"
"#05029","performance over graphics."
"#05030","Change the game's speed."
"#05031","(Unlocked after beating game.)"
"#05032","Choose to automatically"
"#05033","rotate the screen or not."
"#05034","Adjust the volume."
"#05036","(C) Kairosoft Co., Ltd."
"#05037","=#05036"
"#05038","Clear Points"
"#05039","Page"
"#05040","Next"
"#05041","Maint."
"#05042","Base"
"#05043","Bns"
"#05044","Total"
"#05045","Bonus"
"#05046","Male"
"#05047","Female"
"#05048","Month <0>"
"#05049","=#05041"
"#05050","<0>/month"
"#05051","=#02663"
"#05052","=#02049"
"#05053","=#03836"
"#05054","Owned"
"#05055","=#03794"
"#05056","In progress"
"#05057","<0> complete"
"#05058","<0>: <1> Issue"
"#05059","Item List"
"#05060","=#05054"
"#05061","=#05059"
"#05062","Times Used"
"#05063","=#03294"
"#05064","=#03294"
"#05065","Summary"
"#05066","Length"
"#05067","=#04018"
"#05068","=#01519"
"#05069","=#03638"
"#05070","Facilities"
"#05071","=#02659"
"#05072","All Facilities"
"#05073","List"
"#05074","Overwrite current progress?"
"#05075","Delete current progress?"
"#05076","Save complete."
"#05077","Scroll to select a location. Keep your finger on the item while scrolling to make fine adjustments. Tap to build."
"#05078","Already set."
"#05079","You don't have enough money."
"#05080","You got <co=000080><0></co>."
"#05081","Now following this guest. Tap again to see detailed info."
"#05082","Building <0>..."
"#05083","Remove <0>"
"#05084","Remove until where?"
"#05085","Start <0> where?"
"#05086","Place until where?"
"#05087","Spr"
"#05088","Sum"
"#05089","Aut"
"#05090","Wnt"
"#05091","<co=008000><0></co> is complete."
"#05092","-<0> in monthly maintenance."
"#05093","Kairo News"
"#05094","Visit us at Kairo Park."
"#05095","Check out Kairo Park Apps."
"#05096","Quit the game and head to"
"#05097","Head to Kairo Park?"
"#05098","Head to our App intro page?"
"#05099","=#04858"
"#05100","Quit the game?"
"#05101","Stay up-to-date with the"
"#05102","latest Kairo Park info!"
"#05103","Currency"
"#05104","\\"
"#05105","$"
"#05106","Switch currency to yen/dollars."
"#05107","Note that ￥100 = ＄1."
"#05108","Enter Kairo Park"
"#05109","=#04971"
"#05110","Please enter a name."
"#05111","Enter up to <0> characters."
"#05112","Yr <0> Mn <1> Wk <2>"
"#05113","Load failed."
"#05114","Could not read data."
"#05115","Make sure to allow connection to network and check your signal strength."
"#05116","Make sure to allow connection to network and<br>check your signal quality."
"#05117","Authentication failed."
"#05118","A server error has occurred."
"#05119","A data error has occurred.<br>Please re-install the application."
"#05120","An error has occurred.<br>Please restart the application."
"#05121","Could not start game."
"#05122","Auto <0>"
"#05123","Save <0>"
"#05124","Send all data"
"#05125","Show error log"
"#05126","Send all data?"
"#05127","Send Autosave Data <0>?"
"#05128","Send Save Data <0>?"
"#05129","Data sent.<br>Thanks for your cooperation.<br>We hope you'll stick with us!"
"#05130","An error has occurred.<br>Retry?"
"#05131","Send Save Data"
"#05132","Choose data to send."
"#05133","Sending data"
"#05134","Do not turn the device off."
"#05135","=#03312"
"#05136","Lite Version"
"#05137","An error has occurred."
"#05138","=#04858"
"#05139","On the app settings screen, turn on all \""App Permissions\"" and restart the app."
"#05140","Please wait..."
"#05141","Authority: Please re-boot to allow the storage.<br>You will need to save the game."
"#05142","You can not start."
"#05143","Please shorten the content"
"#05144","How to use TapJoy\n- Terminate \""Limit Ad Tracking\"" and restart the game.\n* Setting app > Privacy > Advertising > Limit Ad Tracking"
"#05145","Loading Advert"
"#05146","After this, ads video will be played."
"#05147","After this, an offerwall is shown up."
"#05148","We're having\na currency sale."
"#05149","Confirm"
"#05150","Finish"
"#05151","=#04940"
"#05152","Check"
"#05153","Menu"
"#05154","Map"
"#05155","=#05025"
"#05156","Depart"
"#05157","=#04917"
"#05158","Self"
"#05159","Top"
"#05160","Site"
"#05161","Popular"
"#05162","=#04973"
"#05163","Edit"
"#05164","Compat."
"#05165","Rotate"
"#05166","=#01519"
"#05167","Report"
"#05168","Export"
"#05169","Hint"
"#05170","Order"
"#05171","Note"
"#05172","Defaults"
"#05173","Remove"
"#05174","=#05025"
"#05175","=#01741"
"#05176","=#03351"
"#05177","Rename"
"#05178","Details"
"#05179","Guide"
"#05180","=#05165"
"#05181","=#01741"
"#05182","Floor"
"#05183","=#05005"
"#05184","=#05026"
"#05185","Toggle"
"#05186","=#05173"
"#05187","=#04355"
"#05188","=#05154"
"#05189","=#01733"
"#05190","Units"
"#05191","Forfeit"
"#05192","Tactics"
"#05193","=#01735"
"#05194","Diagnose"
"#05195","=#04997"
"#05196","=#05153"
"#05197","Supplement"
"#05198","Setting"
"#05199","Down"
"#05200","To top"
"#05201","Liquidation"
"#05202","Synthesis"
"#05203","Fellow"
"#05204","Tracking"
"#05205","Maximum"
"#05206","Reward"
"#05207","To ship"
"#05208","Jail"
"#05209","=#01528"
"#05210","Password"
"#05211","GET !!"
"#05212","Recommended"
"#05213","Close up"
"#05214","Action"
"#05215","Warehouse"
"#05216","Effect"
"#05217","Consent"
"#05218","Agreement"
"#05219","Shuffle"
"#05220","Stop"
"#05221","History"
"#05222","=#03768"
"#05223","Completion"
"#05224","Dismissal"
"#05225","=#03710"
"#05226","=#00506"
"#05227","Removal"
"#05228","Purchase"
"#05229","Sale"
"#05230","LVUP"
"#05231","Zoom"
"#05232","Information"
"#05233","Restore"
"#05234","Card"
"#05237","Playing Cards"
"#05240","Minigames"
"#05243","Arcade"
"#05246","Adventure"
"#05249","Escape"
"#05252","Interactive Chat"
"#05255","Kids"
"#05258","Educational"
"#05261","Party"
"#05264","Mystery"
"#05267","Visual Novel"
"#05270","Board Game"
"#05273","Quiz"
"#05276","Puzzle"
"#05279","=#03360"
"#05282","VR"
"#05285","Tabletop"
"#05288","Casual"
"#05291","Rhythm"
"#05294","=#05214"
"#05297","One Button Action"
"#05300","Variety"
"#05303","Shooting"
"#05306","Simulation"
"#05309","Management Sim"
"#05312","MOBA"
"#05315","Dating Sim"
"#05318","Motion Game"
"#05321","Typing"
"#05324","Music Game"
"#05327","RPG"
"#05330","Fighter"
"#05333","Action-Adventure"
"#05336","=#00362"
"#05339","Vehicle Sim"
"#05342","Racing"
"#05345","Life Sim"
"#05348","Tower Defense"
"#05351","Strategy"
"#05354","Multimedia Franchise"
"#05357","Sandbox"
"#05363","Action RPG"
"#05366","Vehicular Combat"
"#05372","Pet-Raising Sim"
"#05375","Apartment"
"#05377","House"
"#05379","Sea"
"#05381","Company"
"#05383","City"
"#05385","Nature"
"#05387","Modern"
"#05389","Stadium"
"#05391","Old Japan"
"#05393","Hot Springs"
"#05395","Ruins"
"#05397","Island"
"#05399","Alt. Universe"
"#05401","Game Company"
"#05403","Hotel"
"#05405","Earth"
"#05407","Stone Age"
"#05409","Prison"
"#05411","=#02008"
"#05413","Virtual Reality"
"#05415","Wild West"
"#05417","Dungeon"
"#05419","Future"
"#05421","Campus"
"#05423","Fantasy"
"#05425","Deep Sea"
"#05427","Warzone"
"#05429","Medieval"
"#05431","Space"
"#05433","Basketball"
"#05435","Bowling"
"#05437","Billiards"
"#05439","Seaweed"
"#05441","Tennis"
"#05443","Martial Arts"
"#05445","Horseracing"
"#05447","Running"
"#05449","Soccer"
"#05451","Baseball"
"#05453","Ping Pong"
"#05455","Magic Tricks"
"#05457","Travel"
"#05459","Youth"
"#05461","Glamour"
"#05463","Unique"
"#05465","Airplane"
"#05467","Underwear"
"#05469","Computers"
"#05471","Sports Cars"
"#05473","=#00354"
"#05475","Sumo"
"#05477","Toys"
"#05479","=#05264"
"#05481","=#01530"
"#05483","Cuteness"
"#05485","=#01535"
"#05487","Cat Ears"
"#05489","Anime"
"#05491","Office Worker"
"#05493","Detective"
"#05495","High Schooler"
"#05497","Awkward Boy"
"#05499","Gambling"
"#05501","Police"
"#05503","Chef"
"#05505","Politician"
"#05507","Teacher"
"#05509","Spy"
"#05511","Otaku"
"#05513","=#00542"
"#05515","Kiddie"
"#05517","Thief"
"#05519","Demon"
"#05521","Mage"
"#05523","Prince"
"#05525","Secretary"
"#05527","Firefighter"
"#05529","Doctor"
"#05531","Ghosts"
"#05533","Insects"
"#05535","Punk"
"#05537","Genius"
"#05539","Wealthy"
"#05541","Ninja"
"#05543","=#01933"
"#05545","Princess"
"#05547","Animal"
"#05549","Chimpanzee"
"#05551","Pop Idol"
"#05553","Hunk"
"#05555","=#02037"
"#05557","Samurai"
"#05559","Pirate"
"#05561","Champion"
"#05563","Cat"
